id,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365,description,accommodates,bedrooms,review_scores_rating
41698721,"Blueground | Lower Nob Hill, roofdeck, bbq & w/d",Downtown/Civic Center,Entire home/apt,502,31,1,314,"Show up and start living from day one in San Francisco with this beautiful two bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped Lower Nob Hill home. (ID #SFO283)",4,2.0,5.0
41714021,Refuge at Bayhaus | W/D| Weekly Cleaning| Parking,Bayview,Private room,75,30,10,201,"Step into Refuge, your private retreat at BAYHAUS CO-LIVING. Thoughtfully designed for comfort and function, this tranquil space features a cozy queen bed, a spacious closet, and a dedicated work area. Enjoy the bright, airy atmosphere with stylish decor and modern conveniences. BAYHAUS is a welcoming co-living home for professionals, offering thoughtfully curated spaces, reliable amenities, and a vibrant yet peaceful environment in the heart of San Francisco.",1,1.0,4.9
41772072,Private In-Law Guest Suite,Visitacion Valley,Entire home/apt,162,2,45,168,"Top of the hill house with a private entrance to your flat, newly remodeled in-law guest suite, close to the airport and less than 15 minutes to San Francisco downtown. Walking distance to Mc Laren Park the second largest park in San Francisco with an amazing view of the skyline. street parking and access to the backyard, 101 and 280 Highways are close.",2,1.0,4.87
41785573,Deluxe Queen Room with View and Ensuite Bath,South of Market,Private room,103,1,149,332,"Discover the Edwardian Hotel, a boutique, budget-friendly retreat on Market Street in San Francisco. Enjoy proximity to Hayes Valley, SOMA, Union Square, the Civic Center, and the Museum of Modern Art. Our 28-room hotel, blending Edwardian charm with modern flair, offers easy access to BART and Muni public transportation. Each room features free WiFi, cable TV, and a private bathroom. Experience exceptional value and comfort in a historical gem at the heart of the city.",2,1.0,4.36
41785575,Economy Double Room with Ensuite Bathroom,South of Market,Private room,144,1,49,335,"Discover the Edwardian Hotel, a boutique, budget-friendly retreat on Market Street in San Francisco. Enjoy proximity to Hayes Valley, SOMA, Union Square, the Civic Center, and the Museum of Modern Art. Our 28-room hotel, blending Edwardian charm with modern flair, offers easy access to BART and Muni public transportation. Each room features free WiFi, cable TV, and a private bathroom. Experience exceptional value and comfort in a historical gem at the heart of the city.",2,1.0,4.16
41785579,Economy Queen Room with Ensuite Bathroom,South of Market,Private room,188,1,400,338,"Discover the Edwardian Hotel, a boutique, budget-friendly retreat on Market Street in San Francisco. Enjoy proximity to Hayes Valley, SOMA, Union Square, the Civic Center, and the Museum of Modern Art. Our 28-room hotel, blending Edwardian charm with modern flair, offers easy access to BART and Muni public transportation. Each room features free WiFi, cable TV, and a private bathroom. Experience exceptional value and comfort in a historical gem at the heart of the city.",2,1.0,4.38
41789520,Private room with private bathroom,Castro/Upper Market,Private room,120,2,136,349,Private room with private bathroom,2,1.0,4.89
41819493,#aD15 Sunny room for 1-2 near Union Sq/Downtown,Nob Hill,Private room,192,365,0,365,"Welcome to hacknsleep,com This type of room called Double Sunny Room. This is a private room for 1-2 people. Furniture: full size bed for 1-2, night stand, night light, desk, chair, desk light, wardrobe, e-lock on bedroom door. Internet in the room. Bedding provided. Common spaces: 3 bathrooms/floor, kitchen, living room with coworking zone, shoe rack, washer/dryer, iron, keyless entrance. More info at hacknsleep,com",2,1.0,
41886807,Bright Condo steps from heart of the Mission!,Mission,Entire home/apt,467,30,20,355,"On a peaceful block in the heart of the Inner Mission, this two-bedroom condominium was renovated in 2014 yet maintains charming original details such as wainscoting, crown molding, soaring coved ceilings, and built-in cabinetry. The eat-in kitchen is spacious and bright, featuring a breakfast bar, walk-in pantry, and stainless appliances. A large shared outdoor patio with mature plantings is ideal for indoor/outdoor entertaining. In-unit W/D and bicycle storage.",4,2.0,4.9
41887470,Iconic Victorian House in Bernal Heights,Bernal Heights,Entire home/apt,496,4,0,14,Enjoy a stylish Victorian House in the heart Bernal Heights! Enjoy your breakfast in the sunny garden. Head to Bernal Heights for breathtaking views of the city!,5,3.0,
41890758,Private Team Commuter Suit,Bayview,Entire home/apt,280,30,0,269,Private Team Commuter Suit,5,0.0,
41912080,Cozy and stylish 3-bedroom house in San Francisco,Bayview,Entire home/apt,256,2,12,7,"Welcome to my bright and sunny home, a stylish 3-bedroom house built a hundred years ago in the most diverse neighborhood in the city. The light pours into the living spaces through large, south-facing windows. A small deck, overlooking the garden, welcomes the rising sun and provides a perfect place for a leisurely breakfast. The bedrooms are spacious, and the kitchen well equipped. One of the bedrooms can be used as an office for remote work. Relax in the yard after a busy day in the city!",5,3.0,4.75
41915866,"2008 Laguna St., San Francisco CA",Western Addition,Entire home/apt,237,30,0,53,"This fabulous, remodeled unit is in one of the most beautiful Art Deco garden-courtyard buildings that Oliver Rousseau designed and built in 1947. Located within a block of Lafayette Park, walking distance to Fillmore Street, near the Van Ness corridor and Whole Foods… and right next to the California Street bus to downtown, this is an ideal Pacific Heights spot for your San Francisco stay! Flat is fully furnished and wifi is available. 30 Day minimum stay.",2,2.0,
41931319,#aF15 Private room for 1-2 near Union Sq/Downtown,Nob Hill,Private room,148,365,0,365,"Welcome to hacknsleep,com An amazing house located in one of San Francisco’s signature neighborhoods. The house features two floors with rooms of different categories to choose from. The open communal kitchen and living space is the heart of the community, it is spacious and inviting for everybody to prepare food, eat together, or enjoy an episode of Game of Thrones. The backyard and patio are perfect for catching some fresh air outside! No car? No Problem! Daily errands do not require a car.",2,1.0,
41931392,#aF15 Private room for 1-2 near Union Sq/Downtown,Nob Hill,Private room,203,365,0,365,"Welcome to hacknsleep,com An amazing house located in one of San Francisco’s signature neighborhoods. The house features two floors with rooms of different categories to choose from. The open communal kitchen and living space is the heart of the community, it is spacious and inviting for everybody to prepare food, eat together, or enjoy an episode of Game of Thrones. The backyard and patio are perfect for catching some fresh air outside! No car? No Problem! Daily errands do not require a car.",2,1.0,
41938161,"Private bedroom in SF, 2 minutes walk to train",Bayview,Private room,80,30,9,269,"Need a quiet retreat from the hustle and bustle of downtown but need the convenience of public transportation, look no further than my private room. We are just south of the Dog Patch and the new Chase Center and convenient to UCSF. Muni train kt line stop is half block away ( 2 minutes walk), it will take you to Caltrain station, chase center, UCSF hospital, giants stadium, embarcadero, Fidi, Powell ( Union square, moscone center, civic center, Castro.",2,1.0,5.0
41940743,"Contemporary, smart, secure home with City views",Castro/Upper Market,Entire home/apt,342,31,21,174,"Contemporary, smart, secure and spacious 1-B/r 1-Bath in-law apartment on the slopes of beautiful Corbett Heights offering splendid views of Kite Hill and Eureka Valley. Has its own private entrance decked with lanterns and also has a private deck. It is fully furnished with comfortable and elegant furniture, full equipped and centrally located, on a muni line, and is adjacent to the Castro, Twin Peaks, and Cole Valley.",3,1.0,4.95
41941670,Light Filled Garden Guest Suite,West of Twin Peaks,Entire home/apt,238,3,172,223,"Enjoy a tranquil garden setting in a quiet neighborhood while still being able to easily access all that San Francisco has to offer. You will have the entire lower level and garden to yourself via a shared entry hall. 20 minute walk to Glen Park district shops and restaurants, (uphill on return walk) easy access to public transportation with the BART train/subway a 20 minute walk away. Bus stop 1 block away. Great for leisure or business travel and for remote work with fast wifi.",4,1.0,4.98
41961599,"Hotel Drisco, Classic Guestroom, One King Bed",Pacific Heights,Private room,302,1,1,333,"Located atop San Francisco’s prestigious Pacific Heights neighborhood, the Hotel Drisco offers a welcoming atmosphere with well-connected hosts who perfect the art of gracious and personal service. Step into our historic 1903 boutique hotel and settle into understated sophistication that imbues elegance and luxury. Wonderful complimentary amenities include our delicious gourmet continental breakfast, daily wine reception, super-fast WiFi, morning chauffeur service, and much more.",2,1.0,5.0
41961843,"Hotel Drisco, City View Suite, One King Bed",Pacific Heights,Private room,229,1,0,330,"With sweeping views of San Francisco, these spacious suites, ranging in size from 500 to 535 square feet, are ideal for a special occasion. They feature custom designed furniture and fabrics, a fresh soothing color palette and they offer a large bedroom and separate living room separated by pocket doors.",2,1.0,
41962430,BRAND NEW - ENTIRE FLOOR w/Ocean Beach view!,Inner Sunset,Entire home/apt,311,1,176,60,"ENTIRE 2nd FLOOR IN THE SUNSET AREA - close access to public transit to bring you to Golden Bridge, Downtown San Francisco, UCSF Parnassus Campus Yup - the ocean views in the photo gallery are true - our guests agree too!",2,1.0,4.94
41974184,Standard Quad Room w/Ensuite Bathroom,Financial District,Private room,217,1,29,327,"Experience funky art vibes at Hotel Des Arts. 51 creatively designed rooms await, each a canvas of inspiration. Enjoy seamless self check-in/out, complimentary tea/coffee, and groove at Harlan Records cocktail bar. Centrally located near Union Square and Chinatown, it's a vibrant hub for business and leisure. No traditional front desk—just funky hospitality in SF's heart!",4,1.0,3.79
